Location,MachineName,HashRate(24h),EstRevenue(30d),EstProfit(30d),Price,NumMachines,Cost,URL
KY-LF,Whatsminer M50 120T,110.755 TH/s,0.003085,-0.00018,0.03638,2,0.003265,https://marketplace.blockwaresolutions.com/detail/1040
OK-GX,Bitmain S19k Pro 120T,122.68 TH/s,0.00307,0.00045,0.20786,1,0.00262,https://marketplace.blockwaresolutions.com/detail/1025
OK-GX,Bitmain S19k Pro 120T,116.46 TH/s,0.00307,0.00045,0.20786,1,0.00262,https://marketplace.blockwaresolutions.com/detail/1024
OK-GX,Bitmain S19k Pro 120T,121.22 TH/s,0.00307,0.00045,0.0395,1,0.00262,https://marketplace.blockwaresolutions.com/detail/1021
OK-GX,Bitmain S19k Pro 120T,121.97 TH/s,0.00307,0.00045,0.0395,1,0.00262,https://marketplace.blockwaresolutions.com/detail/1019
OK-GX,Bitmain S19k Pro 120T,116.55 TH/s,0.00307,0.00045,0.0395,1,0.00262,https://marketplace.blockwaresolutions.com/detail/1016
OK-GX,Bitmain S19k Pro 120T,120.4 TH/s,0.00307,0.00045,0.0395,1,0.00262,https://marketplace.blockwaresolutions.com/detail/1015
OK-GX,Bitmain S19k Pro 120T,122.45 TH/s,0.00307,0.00045,0.0395,1,0.00262,https://marketplace.blockwaresolutions.com/detail/1014
OK-GX,Bitmain S19k Pro 120T,122.53 TH/s,0.00307,0.00045,0.0395,1,0.00262,https://marketplace.blockwaresolutions.com/detail/1013
OK-GX,Bitmain S19k Pro 120T,122.47 TH/s,0.00307,0.00045,0.0395,1,0.00262,https://marketplace.blockwaresolutions.com/detail/1012
OK-GX,Bitmain S19k Pro 120T,122.98 TH/s,0.00307,0.00045,0.0395,1,0.00262,https://marketplace.blockwaresolutions.com/detail/1010
OK-GX,Bitmain S19k Pro 120T,122.41 TH/s,0.00307,0.00045,0.0395,1,0.00262,https://marketplace.blockwaresolutions.com/detail/1009
OK-GX,Bitmain S19k Pro 120T,122.4 TH/s,0.00307,0.00045,0.0395,1,0.00262,https://marketplace.blockwaresolutions.com/detail/1008
OK-GX,Bitmain S19k Pro 120T,121.18 TH/s,0.00307,0.00045,0.0395,1,0.00262,https://marketplace.blockwaresolutions.com/detail/1007
OK-GX,Bitmain S19k Pro 120T,122.5 TH/s,0.00307,0.00045,0.0395,1,0.00262,https://marketplace.blockwaresolutions.com/detail/1006
OK-GX,Bitmain S19k Pro 120T,122.35 TH/s,0.00307,0.00045,0.0395,1,0.00262,https://marketplace.blockwaresolutions.com/detail/1005
OK-GX,Bitmain S19k Pro 120T,120.03 TH/s,0.00307,0.00045,0.0395,1,0.00262,https://marketplace.blockwaresolutions.com/detail/1004
OK-GX,Bitmain S19k Pro 120T,122.71 TH/s,0.00307,0.00045,0.0395,1,0.00262,https://marketplace.blockwaresolutions.com/detail/1002
OK-GX,Bitmain S19k Pro 120T,118.24 TH/s,0.00307,0.00045,0.0395,1,0.00262,https://marketplace.blockwaresolutions.com/detail/1001
OK-GX,Bitmain S19k Pro 120T,122.75 TH/s,0.00307,0.00045,0.0395,1,0.00262,https://marketplace.blockwaresolutions.com/detail/999
OK-GX,Bitmain S19k Pro 120T,122.53 TH/s,0.00307,0.00045,0.0395,1,0.00262,https://marketplace.blockwaresolutions.com/detail/997
KY-LF,Bitmain S19j Pro 96T,89.31 TH/s,0.00184,-0.00095,0.0809,1,0.00279,https://marketplace.blockwaresolutions.com/detail/981
KY-LF,Bitmain S19j Pro 96T,89.29 TH/s,0.00184,-0.00095,0.0809,1,0.00279,https://marketplace.blockwaresolutions.com/detail/980
KY-LF,Bitmain S19j Pro 96T,92.75 TH/s,0.00246,-0.00034,0.04329,1,0.0028,https://marketplace.blockwaresolutions.com/detail/978
KY-LF,Whatsminer M30S++ 106T,100.9 TH/s,0.002735,-0.00069,0.010395,2,0.003425,https://marketplace.blockwaresolutions.com/detail/910
KY-RH,Bitmain S21 195T,197.64333333333332 TH/s,0.004986666666666666,0.0015333333333333334,0.11520000000000001,3,0.0034533333333333326,https://marketplace.blockwaresolutions.com/detail/904
KY-RH,Bitmain S21 195T,193.75 TH/s,0.00499,0.00153,0.10827,1,0.0034599999999999995,https://marketplace.blockwaresolutions.com/detail/900
KY-LF,Bitmain T19 84T,85.09 TH/s,0.00218,-0.00093,0.00589,1,0.00311,https://marketplace.blockwaresolutions.com/detail/882
KY-RH,Bitmain S21 200T,200.18 TH/s,0.00511,0.00166,0.11173,1,0.00345,https://marketplace.blockwaresolutions.com/detail/881
KY-LF,Bitmain S19 Pro 110T,111.37 TH/s,0.00286,-0.00035,0.01299,2,0.00321,https://marketplace.blockwaresolutions.com/detail/878
KY-LF,Whatsminer M30S++ 110T,102.01 TH/s,0.00281,-0.00061,0.01334,1,0.00342,https://marketplace.blockwaresolutions.com/detail/877
KY-LF,Whatsminer M30S++ 108T,101.94 TH/s,0.002775,-0.000655,0.013095,2,0.00343,https://marketplace.blockwaresolutions.com/detail/876
KY-LF,Whatsminer M30S++ 106T,100.32 TH/s,0.00271,-0.00071,0.01285,1,0.0034200000000000003,https://marketplace.blockwaresolutions.com/detail/875
KY-LF,Whatsminer M30S++ 106T,99.99 TH/s,0.00275,-0.00068,0.01285,1,0.00343,https://marketplace.blockwaresolutions.com/detail/874
KY-LF,Whatsminer M30S+ 100T,94.35666666666667 TH/s,0.0025733333333333333,-0.0007816666666666666,0.010393333333333333,6,0.003355,https://marketplace.blockwaresolutions.com/detail/869
KY-BTK,Bitmain S19k Pro 120T,0.12240000000000001 PH/s,0.0030688,0.0003448,0.0372444,25,0.002724,https://marketplace.blockwaresolutions.com/detail/868
KY-LF,Bitmain S19 95T,87.75 TH/s,0.00191,-0.0013,0.08662,1,0.00321,https://marketplace.blockwaresolutions.com/detail/867
KY-LF,Bitmain S19j Pro+ 117T,N/A,0.00303,-0.00028,0.03118,1,0.00331,https://marketplace.blockwaresolutions.com/detail/863
KY-LF,Whatsminer M50 118T,106.24 TH/s,0.00299,-0.00027,0.03291,1,0.00326,https://marketplace.blockwaresolutions.com/detail/862
KY-LF,Whatsminer M50 120T,110.555 TH/s,0.0030825,-0.0001825,0.0277175,4,0.003265,https://marketplace.blockwaresolutions.com/detail/860
KY-LF,Bitmain S19j Pro+ 120T,109.92333333333333 TH/s,0.0023799999999999997,-0.0009266666666666667,0.027716666666666667,3,0.0033066666666666665,https://marketplace.blockwaresolutions.com/detail/858
KY-LF,Bitmain S19j Pro+ 120T,108.65888888888888 TH/s,0.0023788888888888887,-0.0009277777777777778,0.026851111111111114,9,0.0033066666666666665,https://marketplace.blockwaresolutions.com/detail/857
KY-LF,Bitmain S19j Pro+ 120T,0.10916666666666668 PH/s,0.0024358333333333333,-0.0008708333333333333,0.025118333333333336,24,0.0033066666666666665,https://marketplace.blockwaresolutions.com/detail/856
KY-LF,Bitmain S19j Pro 96T,88.1 TH/s,0.00184,-0.00095,0.04329,1,0.00279,https://marketplace.blockwaresolutions.com/detail/855
KY-LF,Bitmain S19 95T,87.9 TH/s,0.00191,-0.0013,0.01109,1,0.00321,https://marketplace.blockwaresolutions.com/detail/854
KY-RH,Bitmain S19 XP 141T,119.39 TH/s,0.00304,5e-05,0.08055,1,0.00299,https://marketplace.blockwaresolutions.com/detail/843
KY-LF,Bitmain S19j Pro 104T,96.24 TH/s,0.00205,-0.00098,0.05,1,0.00303,https://marketplace.blockwaresolutions.com/detail/841
KY-RH,Bitmain S21 195T,195.94 TH/s,0.00499,0.00153,0.11823,1,0.0034599999999999995,https://marketplace.blockwaresolutions.com/detail/840
KY-LF,Whatsminer M50 120T,109.54666666666667 TH/s,0.0031033333333333334,-0.00016,0.037193333333333335,3,0.0032633333333333334,https://marketplace.blockwaresolutions.com/detail/831
KY-LF,Bitmain S19j Pro 96T,88.43 TH/s,0.00184,-0.00095,0.03,1,0.00279,https://marketplace.blockwaresolutions.com/detail/829
KY-LF,Whatsminer M30S++ 110T,103.61 TH/s,0.00281,-0.00062,0.09,1,0.00343,https://marketplace.blockwaresolutions.com/detail/822
KY-LF,Whatsminer M30S++ 110T,102.99 TH/s,0.00282,-0.00061,0.09,1,0.00343,https://marketplace.blockwaresolutions.com/detail/821
KY-LF,Whatsminer M30S++ 110T,102.69 TH/s,0.00282,-0.00061,0.09,1,0.00343,https://marketplace.blockwaresolutions.com/detail/820
KY-LF,Whatsminer M30S++ 110T,102.92 TH/s,0.00282,-0.00061,0.09,1,0.00343,https://marketplace.blockwaresolutions.com/detail/819
KY-LF,Whatsminer M30S++ 110T,103.39 TH/s,0.00282,-0.00061,0.09,1,0.00343,https://marketplace.blockwaresolutions.com/detail/818
KY-LF,Whatsminer M30S++ 110T,102.58 TH/s,0.00281,-0.00061,0.09,1,0.00342,https://marketplace.blockwaresolutions.com/detail/817
KY-LF,Whatsminer M30S++ 110T,104.13 TH/s,0.00282,-0.00061,0.09,1,0.00343,https://marketplace.blockwaresolutions.com/detail/816
KY-LF,Whatsminer M30S++ 110T,104.09 TH/s,0.00284,-0.00059,0.09,1,0.00343,https://marketplace.blockwaresolutions.com/detail/815
KY-LF,Whatsminer M30S++ 110T,102.52 TH/s,0.00283,-0.0006,0.09,1,0.00343,https://marketplace.blockwaresolutions.com/detail/814
KY-LF,Bitmain S19j Pro 92T,106.07 TH/s,0.00266,-0.00035,0.01429,1,0.00301,https://marketplace.blockwaresolutions.com/detail/791
KY-LF,Bitmain S19j Pro 92T,108.21 TH/s,0.00266,-0.00035,0.01429,1,0.00301,https://marketplace.blockwaresolutions.com/detail/790
KY-LF,Bitmain S19j Pro 92T,108.3 TH/s,0.00266,-0.00035,0.01429,1,0.00301,https://marketplace.blockwaresolutions.com/detail/789
KY-LF,Bitmain S19j Pro 92T,100.25 TH/s,0.00246,-0.00056,0.01429,1,0.00302,https://marketplace.blockwaresolutions.com/detail/788
KY-LF,Bitmain S19j Pro 92T,102.93 TH/s,0.00246,-0.00056,0.01429,1,0.00302,https://marketplace.blockwaresolutions.com/detail/787
KY-LF,Bitmain S19j Pro 92T,102.93 TH/s,0.00246,-0.00056,0.01429,1,0.00302,https://marketplace.blockwaresolutions.com/detail/786
KY-LF,Bitmain S19j Pro 92T,100.92 TH/s,0.00246,-0.00056,0.01429,1,0.00302,https://marketplace.blockwaresolutions.com/detail/785
KY-LF,Bitmain S19j Pro 92T,99.04 TH/s,0.00246,-0.00056,0.01429,1,0.00302,https://marketplace.blockwaresolutions.com/detail/784
KY-LF,Bitmain S19j Pro 92T,102.18 TH/s,0.00256,-0.00045,0.01429,1,0.00301,https://marketplace.blockwaresolutions.com/detail/782
KY-LF,Bitmain S19j Pro 92T,101.17 TH/s,0.00246,-0.00056,0.01429,1,0.00302,https://marketplace.blockwaresolutions.com/detail/781
KY-LF,Bitmain S19j Pro 92T,100.5 TH/s,0.00246,-0.00056,0.01429,1,0.00302,https://marketplace.blockwaresolutions.com/detail/780
KY-LF,Bitmain S19j Pro 92T,99.64 TH/s,0.00246,-0.00056,0.01429,1,0.00302,https://marketplace.blockwaresolutions.com/detail/779
KY-LF,Bitmain S19j Pro 92T,103.81 TH/s,0.00246,-0.00056,0.01429,1,0.00302,https://marketplace.blockwaresolutions.com/detail/778
KY-LF,Bitmain S19j Pro 92T,107.71 TH/s,0.00266,-0.00035,0.01429,1,0.00301,https://marketplace.blockwaresolutions.com/detail/777
KY-LF,Bitmain S19j Pro 92T,106.84 TH/s,0.00266,-0.00035,0.01429,1,0.00301,https://marketplace.blockwaresolutions.com/detail/776
KY-LF,Bitmain S19j Pro 92T,105.21 TH/s,0.00266,-0.00035,0.01429,1,0.00301,https://marketplace.blockwaresolutions.com/detail/775
KY-LF,Bitmain S19j Pro 92T,99.61 TH/s,0.00266,-0.00035,0.01429,1,0.00301,https://marketplace.blockwaresolutions.com/detail/774
KY-LF,Bitmain S19j Pro 92T,100.03 TH/s,0.00246,-0.00056,0.01429,1,0.00302,https://marketplace.blockwaresolutions.com/detail/773
KY-LF,Bitmain S19j Pro 92T,99.7 TH/s,0.00246,-0.00056,0.01429,1,0.00302,https://marketplace.blockwaresolutions.com/detail/772
KY-LF,Bitmain S19j Pro 92T,66.51 TH/s,0.00246,-0.00056,0.01429,1,0.00302,https://marketplace.blockwaresolutions.com/detail/771
KY-LF,Bitmain S19j Pro 92T,102.84 TH/s,0.00246,-0.00056,0.01429,1,0.00302,https://marketplace.blockwaresolutions.com/detail/770
KY-LF,Bitmain S19j Pro 92T,100.6 TH/s,0.00246,-0.00056,0.01429,1,0.00302,https://marketplace.blockwaresolutions.com/detail/769
KY-LF,Bitmain S19j Pro 92T,99.64 TH/s,0.00246,-0.00056,0.01429,1,0.00302,https://marketplace.blockwaresolutions.com/detail/768
KY-LF,Bitmain S19j Pro 92T,100.25 TH/s,0.00246,-0.00056,0.01429,1,0.00302,https://marketplace.blockwaresolutions.com/detail/767
KY-LF,Bitmain S19j Pro 92T,102.84 TH/s,0.00246,-0.00056,0.01429,1,0.00302,https://marketplace.blockwaresolutions.com/detail/766
KY-LF,Bitmain S19j Pro 92T,0.07 TH/s,0.00246,-0.00056,0.01429,1,0.00302,https://marketplace.blockwaresolutions.com/detail/765
KY-LF,Bitmain S19j Pro 92T,100.51 TH/s,0.00246,-0.00056,0.01429,1,0.00302,https://marketplace.blockwaresolutions.com/detail/764
KY-LF,Bitmain S19j Pro 92T,98.03 TH/s,0.00246,-0.00056,0.01429,1,0.00302,https://marketplace.blockwaresolutions.com/detail/763
KY-LF,Bitmain S19j Pro 92T,103.78 TH/s,0.00246,-0.00056,0.01429,1,0.00302,https://marketplace.blockwaresolutions.com/detail/762
KY-LF,Bitmain S19j Pro 92T,102.11 TH/s,0.00246,-0.00056,0.01429,1,0.00302,https://marketplace.blockwaresolutions.com/detail/761
KY-LF,Bitmain S19j Pro 92T,100.3 TH/s,0.00246,-0.00056,0.01429,1,0.00302,https://marketplace.blockwaresolutions.com/detail/760
KY-LF,Bitmain S19j Pro 92T,102.69 TH/s,0.00246,-0.00056,0.01429,1,0.00302,https://marketplace.blockwaresolutions.com/detail/759
KY-LF,Bitmain S19j Pro 92T,99.16 TH/s,0.00246,-0.00056,0.01429,1,0.00302,https://marketplace.blockwaresolutions.com/detail/758
KY-LF,Bitmain S19j Pro 92T,97.16 TH/s,0.00246,-0.00056,0.01429,1,0.00302,https://marketplace.blockwaresolutions.com/detail/756
KY-LF,Bitmain S19j Pro 92T,6.33 TH/s,0.00246,-0.00056,0.01429,1,0.00302,https://marketplace.blockwaresolutions.com/detail/755
KY-LF,Bitmain S19j Pro 92T,99.0 TH/s,0.00246,-0.00056,0.01429,1,0.00302,https://marketplace.blockwaresolutions.com/detail/754
KY-LF,Bitmain S19j Pro 92T,99.3 TH/s,0.00246,-0.00056,0.01429,1,0.00302,https://marketplace.blockwaresolutions.com/detail/753
KY-LF,Bitmain S19j Pro 92T,97.74 TH/s,0.00246,-0.00056,0.01429,1,0.00302,https://marketplace.blockwaresolutions.com/detail/752
KY-LF,Bitmain S19j Pro 92T,99.66 TH/s,0.00246,-0.00056,0.01429,1,0.00302,https://marketplace.blockwaresolutions.com/detail/751
KY-LF,Bitmain S19j Pro 92T,102.38 TH/s,0.00246,-0.00056,0.01429,1,0.00302,https://marketplace.blockwaresolutions.com/detail/750
KY-LF,Bitmain S19j Pro 92T,102.92 TH/s,0.00246,-0.00056,0.01429,1,0.00302,https://marketplace.blockwaresolutions.com/detail/749
KY-LF,Bitmain S19j Pro 92T,105.76 TH/s,0.00246,-0.00056,0.01429,1,0.00302,https://marketplace.blockwaresolutions.com/detail/748
KY-LF,Bitmain S19j Pro 92T,101.93 TH/s,0.00246,-0.00056,0.01429,1,0.00302,https://marketplace.blockwaresolutions.com/detail/747
KY-LF,Bitmain S19j Pro+ 120T,110.25 TH/s,0.00238,-0.00093,0.03032,1,0.0033100000000000004,https://marketplace.blockwaresolutions.com/detail/705
KY-LF,Bitmain S19j Pro+ 120T,109.24 TH/s,0.00238,-0.00093,0.03032,1,0.0033100000000000004,https://marketplace.blockwaresolutions.com/detail/704
KY-LF,Bitmain S19j Pro+ 120T,109.89 TH/s,0.00238,-0.00093,0.03032,1,0.0033100000000000004,https://marketplace.blockwaresolutions.com/detail/703
KY-LF,Bitmain S19j Pro+ 120T,109.78 TH/s,0.00238,-0.00093,0.03032,1,0.0033100000000000004,https://marketplace.blockwaresolutions.com/detail/702
KY-LF,Bitmain S19j Pro+ 120T,110.83 TH/s,0.00238,-0.00093,0.03032,1,0.0033100000000000004,https://marketplace.blockwaresolutions.com/detail/701
KY-LF,Bitmain S19j Pro+ 120T,106.98 TH/s,0.00307,-0.00024,0.03032,1,0.00331,https://marketplace.blockwaresolutions.com/detail/700
KY-LF,Bitmain S19j Pro+ 120T,110.21 TH/s,0.00238,-0.00093,0.03032,1,0.0033100000000000004,https://marketplace.blockwaresolutions.com/detail/699
KY-LF,Bitmain S19j Pro+ 120T,110.91 TH/s,0.00238,-0.00093,0.03032,1,0.0033100000000000004,https://marketplace.blockwaresolutions.com/detail/698
KY-LF,Bitmain S19j Pro+ 120T,110.46 TH/s,0.00238,-0.00093,0.03032,1,0.0033100000000000004,https://marketplace.blockwaresolutions.com/detail/697
KY-LF,Bitmain S19j Pro+ 120T,111.74 TH/s,0.00238,-0.00093,0.03032,1,0.0033100000000000004,https://marketplace.blockwaresolutions.com/detail/696
KY-LF,Bitmain S19j Pro+ 120T,109.91 TH/s,0.00238,-0.00093,0.03032,1,0.0033100000000000004,https://marketplace.blockwaresolutions.com/detail/695
KY-LF,Bitmain S19j Pro+ 120T,111.83 TH/s,0.00238,-0.00093,0.03032,1,0.0033100000000000004,https://marketplace.blockwaresolutions.com/detail/693
KY-LF,Bitmain S19j Pro+ 120T,55.01 TH/s,0.00238,-0.00093,0.03032,1,0.0033100000000000004,https://marketplace.blockwaresolutions.com/detail/692
KY-LF,Bitmain S19j Pro+ 120T,112.75 TH/s,0.00238,-0.00093,0.03032,1,0.0033100000000000004,https://marketplace.blockwaresolutions.com/detail/691
KY-LF,Bitmain S19j Pro+ 120T,110.08 TH/s,0.00238,-0.00093,0.03032,1,0.0033100000000000004,https://marketplace.blockwaresolutions.com/detail/690
KY-LF,Bitmain S19j Pro+ 120T,112.12 TH/s,0.00238,-0.00093,0.03032,1,0.0033100000000000004,https://marketplace.blockwaresolutions.com/detail/689
KY-LF,Bitmain S19j Pro+ 120T,105.68 TH/s,0.0,-0.00331,0.03032,1,0.00331,https://marketplace.blockwaresolutions.com/detail/688
KY-LF,Bitmain S19j Pro+ 120T,110.43 TH/s,0.00238,-0.00093,0.03032,1,0.0033100000000000004,https://marketplace.blockwaresolutions.com/detail/687
KY-LF,Bitmain S19j Pro+ 120T,110.33 TH/s,0.00238,-0.00093,0.03032,1,0.0033100000000000004,https://marketplace.blockwaresolutions.com/detail/686
KY-LF,Whatsminer M50 120T,107.22 TH/s,0.00307,-0.0002,0.03118,1,0.00327,https://marketplace.blockwaresolutions.com/detail/670
KY-LF,Whatsminer M50 120T,112.05 TH/s,0.00307,-0.0002,0.03118,1,0.00327,https://marketplace.blockwaresolutions.com/detail/669
KY-LF,Whatsminer M50 120T,112.12 TH/s,0.00307,-0.0002,0.03118,1,0.00327,https://marketplace.blockwaresolutions.com/detail/668
KY-LF,Whatsminer M50 120T,108.31 TH/s,0.00307,-0.00019,0.03118,1,0.00326,https://marketplace.blockwaresolutions.com/detail/667
KY-LF,Whatsminer M50 120T,107.95 TH/s,0.00308,-0.00019,0.03118,1,0.00327,https://marketplace.blockwaresolutions.com/detail/666
KY-LF,Whatsminer M50 120T,111.75 TH/s,0.00309,-0.00017,0.03118,1,0.00326,https://marketplace.blockwaresolutions.com/detail/665
KY-LF,Whatsminer M50 120T,112.2 TH/s,0.0031,-0.00017,0.03118,1,0.00327,https://marketplace.blockwaresolutions.com/detail/664
KY-LF,Whatsminer M50 120T,112.68 TH/s,0.00308,-0.00018,0.03118,1,0.00326,https://marketplace.blockwaresolutions.com/detail/663
KY-LF,Whatsminer M50 120T,110.91 TH/s,0.00308,-0.00018,0.03118,1,0.00326,https://marketplace.blockwaresolutions.com/detail/662
KY-LF,Whatsminer M50 120T,109.23 TH/s,0.00307,-0.00019,0.03118,1,0.00326,https://marketplace.blockwaresolutions.com/detail/661
KY-LF,Whatsminer M50 120T,112.51 TH/s,0.00308,-0.00018,0.03118,1,0.00326,https://marketplace.blockwaresolutions.com/detail/660
KY-LF,Whatsminer M50 120T,110.96 TH/s,0.00308,-0.00018,0.03118,1,0.00326,https://marketplace.blockwaresolutions.com/detail/659
KY-LF,Whatsminer M50 120T,107.67 TH/s,0.00308,-0.00018,0.03118,1,0.00326,https://marketplace.blockwaresolutions.com/detail/658
KY-LF,Whatsminer M50 120T,112.08 TH/s,0.00307,-0.00019,0.03118,1,0.00326,https://marketplace.blockwaresolutions.com/detail/657
KY-LF,Whatsminer M50 120T,109.05 TH/s,0.0031,-0.00016,0.03118,1,0.00326,https://marketplace.blockwaresolutions.com/detail/656
KY-LF,Whatsminer M30S++ 110T,102.65 TH/s,0.00282,-0.0006,0.015,1,0.00342,https://marketplace.blockwaresolutions.com/detail/648
KY-LF,Whatsminer M30S 90T,83.96 TH/s,0.00234,-0.00097,0.01039,1,0.00331,https://marketplace.blockwaresolutions.com/detail/630
KY-LF,Whatsminer M30S 92T,88.125 TH/s,0.00237,-0.00093,0.00866,2,0.0033,https://marketplace.blockwaresolutions.com/detail/628
KY-LF,Bitmain S19 XP 134T,125.44 TH/s,0.00286,2e-05,0.07102,1,0.00284,https://marketplace.blockwaresolutions.com/detail/625
OK-GX,Bitmain S19 XP 141T,0.13875 PH/s,0.00360625,0.00072875,0.0727575,8,0.0028775,https://marketplace.blockwaresolutions.com/detail/623
KY-LF,Bitmain S19k Pro 110T,0.11100000000000002 PH/s,0.002813,8.9e-05,0.051952,10,0.002724,https://marketplace.blockwaresolutions.com/detail/612
KY-LF,Bitmain S19k Pro 110T,111.27 TH/s,0.00281,9e-05,0.0866,1,0.00272,https://marketplace.blockwaresolutions.com/detail/611
OK-GX,Bitmain S19 XP 141T,143.2 TH/s,0.00361,0.00073,0.17323,1,0.0028799999999999997,https://marketplace.blockwaresolutions.com/detail/610
KY-BTK,Bitmain S19k Pro 115T,0.11777777777777779 PH/s,0.0029411111111111114,0.00021666666666666666,0.03118111111111111,9,0.0027244444444444447,https://marketplace.blockwaresolutions.com/detail/608
KY-BTK,Bitmain S19k Pro 115T,117.5 TH/s,0.00294,0.00022,0.03465,1,0.0027199999999999998,https://marketplace.blockwaresolutions.com/detail/607
KY-LF,Bitmain S19j Pro 104T,96.56 TH/s,0.00205,-0.00098,0.00953,1,0.00303,https://marketplace.blockwaresolutions.com/detail/604
KY-LF,Whatsminer M30S+ 102T,94.79 TH/s,0.0026,-0.00075,0.01126,1,0.0033499999999999997,https://marketplace.blockwaresolutions.com/detail/601
KY-LF,Whatsminer M30S++ 110T,83.914 TH/s,0.002824,-0.000604,0.021654,5,0.003428,https://marketplace.blockwaresolutions.com/detail/599
KY-RH,Bitmain S19j Pro+ 120T,111.52 TH/s,0.00238,-0.00093,0.03638,1,0.0033100000000000004,https://marketplace.blockwaresolutions.com/detail/555
KY-RH,Bitmain S19j Pro+ 120T,111.73 TH/s,0.00238,-0.00093,0.03621,1,0.0033100000000000004,https://marketplace.blockwaresolutions.com/detail/554
KY-RH,Bitmain S19j Pro+ 120T,111.31 TH/s,0.00238,-0.00093,0.03603,1,0.0033100000000000004,https://marketplace.blockwaresolutions.com/detail/553
KY-RH,Bitmain S19j Pro+ 120T,112.19 TH/s,0.00238,-0.00093,0.03586,1,0.0033100000000000004,https://marketplace.blockwaresolutions.com/detail/552
KY-BTK,Bitmain S19 XP 134T,136.85 TH/s,0.00343,0.00058,0.07622,1,0.00285,https://marketplace.blockwaresolutions.com/detail/551
KY-BTK,Bitmain S19 XP 134T,113.14 TH/s,0.00343,0.00058,0.07449,1,0.00285,https://marketplace.blockwaresolutions.com/detail/549
KY-BTK,Bitmain S19 XP 134T,136.82 TH/s,0.00343,0.00058,0.07362,1,0.00285,https://marketplace.blockwaresolutions.com/detail/548
KY-LF,Bitmain S19j Pro 104T,96.82 TH/s,0.00205,-0.00098,0.03465,1,0.00303,https://marketplace.blockwaresolutions.com/detail/546
KY-LF,Bitmain S19 Pro 110T,105.3 TH/s,0.0023,-0.00091,0.05197,1,0.00321,https://marketplace.blockwaresolutions.com/detail/489
KY-BTK,Bitmain S19k Pro 115T,117.48 TH/s,0.00294,0.00022,0.09961,1,0.0027199999999999998,https://marketplace.blockwaresolutions.com/detail/398
KY-BTK,Bitmain S19k Pro 115T,117.69 TH/s,0.00294,0.00022,0.09961,1,0.0027199999999999998,https://marketplace.blockwaresolutions.com/detail/397
KY-BTK,Bitmain S19k Pro 115T,117.31 TH/s,0.00294,0.00022,0.09961,1,0.0027199999999999998,https://marketplace.blockwaresolutions.com/detail/396
KY-LF,Bitmain S19j Pro 104T,96.88 TH/s,0.00205,-0.00098,0.0919,1,0.00303,https://marketplace.blockwaresolutions.com/detail/359
KY-LF,Whatsminer M50 120T,111.86 TH/s,0.0031,-0.00016,0.03724,1,0.00326,https://marketplace.blockwaresolutions.com/detail/327
KY-LF,Whatsminer M50 120T,111.43 TH/s,0.00311,-0.00015,0.03724,1,0.00326,https://marketplace.blockwaresolutions.com/detail/326
KY-LF,Whatsminer M50 120T,110.84 TH/s,0.00309,-0.00017,0.03724,1,0.00326,https://marketplace.blockwaresolutions.com/detail/325
KY-LF,Whatsminer M50 120T,110.12 TH/s,0.00308,-0.00018,0.03724,1,0.00326,https://marketplace.blockwaresolutions.com/detail/324
KY-LF,Whatsminer M50 120T,109.57 TH/s,0.00307,-0.00019,0.065,1,0.00326,https://marketplace.blockwaresolutions.com/detail/323
KY-LF,Bitmain S19 Pro 110T,N/A,0.0,-0.00321,0.0061,1,0.00321,https://marketplace.blockwaresolutions.com/detail/322
KY-LF,Whatsminer M50 120T,110.67 TH/s,0.0031,-0.00016,0.03724,1,0.00326,https://marketplace.blockwaresolutions.com/detail/319
KY-LF,Whatsminer M50 120T,110.76 TH/s,0.00307,-0.00019,0.03724,1,0.00326,https://marketplace.blockwaresolutions.com/detail/316
KY-LF,Whatsminer M50 120T,110.04 TH/s,0.00308,-0.00018,0.03724,1,0.00326,https://marketplace.blockwaresolutions.com/detail/315
KY-LF,Whatsminer M50 120T,111.55 TH/s,0.00309,-0.00017,0.03724,1,0.00326,https://marketplace.blockwaresolutions.com/detail/314
OK-GX,Bitmain S19 XP 141T,95.5 TH/s,0.00361,0.00073,0.065,1,0.0028799999999999997,https://marketplace.blockwaresolutions.com/detail/311
KY-LF,Whatsminer M50 120T,110.74 TH/s,0.00307,-0.00019,0.03724,1,0.00326,https://marketplace.blockwaresolutions.com/detail/307
KY-LF,Whatsminer M50 120T,110.51 TH/s,0.00307,-0.00019,0.03724,1,0.00326,https://marketplace.blockwaresolutions.com/detail/306
KY-LF,Whatsminer M50 120T,110.13 TH/s,0.00307,-0.0002,0.03719,1,0.00327,https://marketplace.blockwaresolutions.com/detail/300
KY-BTK,Bitmain S19k Pro 120T,122.43 TH/s,0.00307,0.00034,0.03638,1,0.00273,https://marketplace.blockwaresolutions.com/detail/295
KY-LF,Whatsminer M30S 90T,80.99 TH/s,0.00234,-0.00096,0.01039,1,0.0033,https://marketplace.blockwaresolutions.com/detail/292
KY-BTK,Bitmain S19k Pro 120T,122.63 TH/s,0.00307,0.00034,0.03724,1,0.00273,https://marketplace.blockwaresolutions.com/detail/287
KY-LF,Whatsminer M30S+ 100T,96.9 TH/s,0.0026,-0.00075,0.01386,1,0.0033499999999999997,https://marketplace.blockwaresolutions.com/detail/277
